blkgrp,households,residential_density,gross_hh_density,block_denstiy,intersection_density,employment_access_index,job_diversity_index,average_median_commute_distance,per_capita_income,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_ht_own,hh_type1_h_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_ht_own,hh_type2_h_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_ht_own,hh_type3_h_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_ht_own,hh_type4_h_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_ht_own,hh_type5_h_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_ht_own,hh_type6_h_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_ht_own,hh_type7_h_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_ht_own,hh_type8_h_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips
'090052534002',532,1.15942,0.66170,0.04353,0.12687,8191.58563,2128.07885,10.69070,44681.69014,69639.00000,2.45000,1.19663,49.50468,31.58408,51.73431,33.81371,34.29074,16.37014,17.92060,2.00546,24608.63021,14.25678,55711.20000,2.45000,1.19663,57.43596,36.37991,59.76866,38.71261,41.51872,20.46267,21.05605,1.92309,24070.80703,14.67146,104458.50000,4.00000,2.00000,40.78513,23.34627,42.60718,25.16833,28.35228,10.91342,17.43885,2.66837,33010.25507,9.46623,38700.00000,3.00000,1.00000,74.60008,46.71971,77.12991,49.24954,57.33774,29.45736,27.88037,1.79859,23190.87455,16.33665,11139.00000,1.00000,1.00000,203.25075,142.27597,209.10298,148.12820,163.31790,102.34312,60.97478,1.14303,15219.78527,18.65105,56848.16327,1.00000,1.00000,55.84439,40.24614,58.80367,43.20542,35.65167,20.05342,15.59825,1.48214,17685.05229,15.62202,28424.08163,1.00000,1.00000,89.57082,61.76052,92.74421,64.93390,67.91714,40.10684,27.81030,1.33793,16636.66900,16.91015,55711.20000,2.00000,0.00000,55.19952,39.73329,58.02366,42.55744,35.92890,20.46267,15.46622,1.48497,16389.11239,20.68469
'090052534003',606,1.03242,0.53474,0.02647,0.08295,7893.69496,2175.47978,8.66207,29463.82979,69639.00000,2.45000,1.19663,48.53626,30.53172,48.58779,30.58325,48.16006,30.15552,18.00454,2.04319,24257.10553,5.40095,55711.20000,2.45000,1.19663,56.46308,35.31739,56.13752,34.99184,58.84008,37.69440,21.14568,1.96047,23715.56379,5.78299,104458.50000,4.00000,2.00000,39.87569,22.43216,40.19460,22.75107,37.54720,20.10368,17.44353,2.69660,32526.08529,0.00000,38700.00000,3.00000,1.00000,73.67551,45.65980,72.49713,44.48142,82.27928,54.26357,28.01571,1.83852,22834.03066,8.46143,11139.00000,1.00000,1.00000,214.35770,152.99470,209.49121,148.12820,249.88981,188.52680,61.36301,1.17967,14925.53699,9.20047,56848.16327,1.00000,1.00000,54.55639,38.82790,54.81489,39.08640,52.66900,36.94051,15.72849,1.52132,17417.96581,6.40993,28424.08163,1.00000,1.00000,88.48923,60.46480,86.65174,58.62731,101.90545,73.88101,28.02443,1.37603,16358.03165,7.59664,55711.20000,2.00000,0.00000,54.17578,38.45191,54.27953,38.55566,53.41826,37.69440,15.72387,1.53869,16188.60808,16.06777
'090052534004',510,0.94699,0.30718,0.01506,0.05120,7612.69080,2179.60814,10.66940,39534.56376,69639.00000,2.45000,1.19663,54.97652,36.50635,58.23317,39.76300,34.84031,16.37014,18.47017,2.07559,25279.61254,0.00000,55711.20000,2.45000,1.19663,63.69939,41.98872,67.18082,45.47015,42.17334,20.46267,21.71066,1.99208,24734.83376,0.00000,104458.50000,4.00000,2.00000,44.75785,26.95850,47.30142,29.50206,29.03071,11.23136,17.79935,2.72348,33738.63955,0.00000,38700.00000,3.00000,1.00000,82.71887,53.84989,86.66390,57.79492,58.32635,29.45736,28.86898,1.87022,23966.16284,0.30963,11139.00000,1.00000,1.00000,239.91775,176.52868,251.91587,188.52680,165.73219,102.34312,63.38907,1.20868,15605.65987,1.20159,56848.16327,1.00000,1.00000,62.75113,46.56446,67.03879,50.85212,36.24009,20.05342,16.18667,1.55607,18121.73348,0.00000,28424.08163,1.00000,1.00000,100.00804,71.12933,105.02535,76.14664,68.98555,40.10684,28.87871,1.40834,17051.74410,0.00000,55711.20000,2.00000,0.00000,62.54932,46.20045,66.71192,50.36305,36.81154,20.46267,16.34886,1.58025,17231.05794,3.89569
'090052535001',734,0.68803,0.08516,0.00615,0.01705,5112.60049,2323.49723,17.98990,32305.74324,69639.00000,2.45000,1.19663,59.94135,40.01272,60.68845,40.75982,34.57559,14.64697,19.92863,2.15993,28638.11805,14.38168,55711.20000,2.45000,1.19663,69.25274,45.76192,70.06132,46.57050,41.79953,18.30871,23.49082,2.07399,28089.75397,14.66370,104458.50000,4.00000,2.00000,48.37070,29.43824,48.95015,30.01768,28.69711,9.76464,18.93247,2.79517,37778.54445,19.92469,38700.00000,3.00000,1.00000,89.80203,58.27922,90.74225,59.21944,57.87939,26.35659,31.52280,1.95150,27580.62403,13.64206,11139.00000,1.00000,1.00000,216.67258,146.51005,218.29072,148.12820,161.73268,91.57016,70.16252,1.28114,18050.17810,15.21607,56848.16327,1.00000,1.00000,68.92781,51.26664,69.90931,52.24814,35.60370,17.94253,17.66117,1.64633,20592.44016,13.15605,28424.08163,1.00000,1.00000,108.50216,76.82520,109.70797,78.03101,67.56203,35.88506,31.67696,1.49103,19511.31385,14.03209,55711.20000,2.00000,0.00000,69.45292,51.27332,70.42382,52.24423,36.48830,18.30871,18.17960,1.68673,20364.20679,5.64399
'090052535002',516,0.76501,0.19806,0.01651,0.03915,5662.48091,2393.05629,15.35100,39217.66667,69639.00000,2.45000,1.19663,62.38069,43.33395,62.38069,43.33395,31.66183,12.61508,19.04675,2.09897,26766.42495,9.83222,55711.20000,2.45000,1.19663,71.96044,49.54307,71.96044,49.54307,37.14615,14.72879,22.41737,2.01432,26222.11256,10.13827,104458.50000,4.00000,2.00000,50.30822,32.04297,50.30822,32.04297,28.57214,10.30689,18.26524,2.74177,35597.31711,12.63978,38700.00000,3.00000,1.00000,92.91332,62.99183,92.91332,62.99183,49.38528,19.46378,29.92150,1.89253,25540.04408,9.93934,11139.00000,1.00000,1.00000,254.55175,188.52680,254.55175,188.52680,105.37120,39.34625,66.02496,1.22528,16707.22167,11.31342,56848.16327,1.00000,1.00000,72.24747,55.49356,72.24747,55.49356,29.44464,12.69073,16.75391,1.58105,19219.88849,9.07794,28424.08163,1.00000,1.00000,113.00181,83.04175,113.00181,83.04175,50.49375,20.53370,29.96006,1.42976,18151.34789,10.02860,55711.20000,2.00000,0.00000,72.18586,55.16008,72.18586,55.16008,31.09322,14.06743,17.02579,1.61384,18484.85106,5.35458
'090052535003',351,1.02577,0.14486,0.00743,0.03260,5810.79147,2379.46152,14.64950,38418.38565,69639.00000,2.45000,1.19663,46.67671,27.38708,48.74031,29.45068,32.64422,13.35459,19.28963,2.10988,27382.27844,12.20430,55711.20000,2.45000,1.19663,54.20484,31.49071,56.38095,33.66682,39.40736,16.69323,22.71413,2.02488,26834.54378,12.58457,104458.50000,4.00000,2.00000,38.78510,20.36480,40.17232,21.75201,29.35204,10.93174,18.42030,2.74800,36227.29004,13.84555,38700.00000,3.00000,1.00000,70.78698,40.41790,73.19682,42.82774,54.40009,24.03101,30.36908,1.90071,26237.51693,12.63463,11139.00000,1.00000,1.00000,165.37021,98.07679,167.51527,100.22185,150.78386,83.49044,67.29342,1.24019,17141.17470,14.75696,56848.16327,1.00000,1.00000,51.98895,34.95587,54.72373,37.69065,33.39245,16.35937,17.03308,1.59854,19678.83921,11.97931,28424.08163,1.00000,1.00000,83.83565,53.34801,86.86936,56.38173,63.20637,32.71874,30.48764,1.44615,18599.66805,13.16054,55711.20000,2.00000,0.00000,52.30151,34.90359,54.97951,37.58158,34.09116,16.69323,17.39793,1.62678,19254.64150,9.11069
'090052535004',643,0.95245,0.19172,0.01044,0.03578,6014.22714,2428.99908,14.42450,30866.56627,69639.00000,2.45000,1.19663,55.08066,36.02063,55.55975,36.49972,38.44572,19.38569,19.06004,2.09364,26892.20688,12.97778,55711.20000,2.45000,1.19663,63.67373,41.23832,64.16351,41.72810,46.66752,24.23211,22.43541,2.00906,26345.76446,13.33819,104458.50000,4.00000,2.00000,44.85592,26.59987,45.24979,26.99375,31.17984,12.92379,18.25604,2.73467,35683.52725,14.26360,38700.00000,3.00000,1.00000,82.51273,52.55615,83.02169,53.06512,64.84030,34.88372,29.95658,1.88601,25695.33375,13.45165,11139.00000,1.00000,1.00000,213.54897,147.37426,214.30291,148.12820,187.37051,121.19580,66.17471,1.22391,16787.26188,15.46315,56848.16327,1.00000,1.00000,62.84963,46.06659,63.49243,46.70938,40.53052,23.74747,16.78305,1.57912,19315.48736,12.83055,28424.08163,1.00000,1.00000,99.28044,69.26226,99.90734,69.88916,77.51312,47.49494,30.01818,1.42806,18240.33027,13.95010,55711.20000,2.00000,0.00000,62.93231,45.85000,63.55490,46.47259,41.31442,24.23211,17.08231,1.60774,18718.26806,10.44747
'090052536001',637,1.37370,0.55317,0.03560,0.10073,9334.12530,2157.26440,12.22070,22933.46774,69639.00000,2.45000,1.19663,47.28146,29.62383,54.24553,36.58790,34.95809,17.30046,17.65763,2.00233,23773.55508,14.13794,55711.20000,2.45000,1.19663,54.76746,34.03937,62.61333,41.88524,40.88368,20.15560,20.72808,1.91999,23234.11683,14.60358,104458.50000,4.00000,2.00000,39.23191,22.05472,44.39190,27.21471,30.10098,12.92379,17.17719,2.65492,31981.94082,12.30410,38700.00000,3.00000,1.00000,71.04010,43.60123,80.74135,53.30248,53.87311,26.43424,27.43887,1.79629,22394.68894,16.60057,11139.00000,1.00000,1.00000,182.37872,122.84472,207.66220,148.12820,137.63796,78.10396,59.53400,1.14553,14429.34099,16.53355,56848.16327,1.00000,1.00000,51.55130,36.22417,62.05545,46.72831,32.96354,17.63640,15.32713,1.48445,16906.40507,13.13227,28424.08163,1.00000,1.00000,83.17544,55.91117,97.47461,70.21034,57.87212,30.60785,27.26428,1.34032,15853.00495,14.57871,55711.20000,2.00000,0.00000,51.76248,36.44796,61.43537,46.12086,34.64565,19.33113,15.31452,1.49398,15836.19533,17.88301
'090052536002',433,1.78209,0.28658,0.02515,0.05957,8521.37054,2836.91316,13.68010,23044.21769,69639.00000,2.45000,1.19663,45.55776,27.83492,65.11008,47.38724,36.50821,18.78536,17.72284,1.99402,24182.59555,6.29863,55711.20000,2.45000,1.19663,54.55606,33.75118,80.03893,59.23405,42.76163,21.95674,20.80488,1.91065,23640.72069,6.84979,104458.50000,4.00000,2.00000,37.74061,20.53764,48.79446,31.59149,32.62447,15.42150,17.20297,2.63290,32566.24214,6.19149,38700.00000,3.00000,1.00000,73.25680,45.65728,109.53346,81.93394,56.46660,28.86708,27.59952,1.78461,22927.90374,8.36490,11139.00000,1.00000,1.00000,161.03185,101.57158,252.02836,192.56808,118.91523,59.45495,59.46028,1.14119,14489.57913,9.20611,56848.16327,1.00000,1.00000,46.73323,31.37227,73.41033,58.04937,34.38606,19.02510,15.36096,1.48762,16984.44125,5.18020,28424.08163,1.00000,1.00000,82.49426,55.20638,135.03885,107.75098,58.17463,30.88676,27.28787,1.34030,15923.47231,6.89227,55711.20000,2.00000,0.00000,48.29887,32.79423,74.73868,59.23405,36.06152,20.55689,15.50463,1.49997,16302.30734,7.03351
'090052602001',649,1.57082,0.58167,0.02778,0.07260,4356.24772,2125.99598,8.22700,16339.25234,69639.00000,2.45000,1.19663,41.77781,23.51684,43.82434,25.56337,37.64666,19.38569,18.26097,2.02692,25432.62287,2.78801,55711.20000,2.45000,1.19663,49.05920,27.59446,50.72488,29.26014,45.69686,24.23211,21.46475,1.94315,24891.40345,3.29663,104458.50000,4.00000,2.00000,34.51290,17.00954,36.53694,19.03359,30.42715,12.92379,17.50335,2.66117,33509.96565,0.00000,38700.00000,3.00000,1.00000,64.94288,36.45134,65.71946,37.22792,63.37526,34.88372,28.49154,1.81866,24069.36314,5.40588,11139.00000,1.00000,1.00000,155.42832,92.04483,165.72660,102.34312,134.64016,71.25667,63.38348,1.17099,16129.62654,8.24454,56848.16327,1.00000,1.00000,45.75091,29.59775,48.77479,32.62164,39.64688,23.49372,16.15316,1.52037,18619.70108,4.52938,28424.08163,1.00000,1.00000,74.07571,45.23766,77.82988,48.99184,66.49752,37.65947,28.83805,1.37180,17560.76812,6.10929,55711.20000,2.00000,0.00000,45.84033,29.55703,48.47825,32.19495,40.51542,24.23211,16.28331,1.54222,17671.11848,11.07895
